,country_name,DV_phys_or_sex_partner_p,DM_age_mean,DM_age_mean,DM_age_marr_mean,DM_age_marr_mean,WK_working_p,DM_urban_p,DM_marr_p,ED_educ_years_mean,FF_TFR,DP_decide_health_p,hdi
30,Mozambique,32.99636363636363,28.550454545454546,28.550454545454546,17.70689393939394,17.70689393939394,58.06587121212121,36.945795454545454,68.68590909090909,3.1481818181818184,5.611625,31.725909090909088,0.3524284378939394
31,Namibia,24.56230769230769,28.75043956043956,28.75043956043956,22.90903846153846,22.90903846153846,39.47626373626374,44.546043967032965,38.64104395604396,8.016648368131868,3.978340659340659,43.573461538461544,0.5868613291758242
32,Nepal,,26.747657142857143,26.747657142857143,16.638571428571428,16.638571428571428,72.1612,10.072171428571428,77.95514285714285,1.9753714285714288,3.7883542857142856,15.133000000000001,0.46317410760000005
33,Nicaragua,,28.353137255294115,28.353137255294115,17.477058823235296,17.477058823235296,36.19107843147059,53.43196078411764,59.555588235882354,5.648921568647059,3.5902450980588236,42.89705882352941,0.5729838324705883
34,Niger,,28.494503205128204,28.494503205128204,15.793846153846156,15.793846153846156,39.20594551282051,26.106009615384615,83.84783653846155,1.359951923076923,7.051341346153847,11.318333333333333,0.29853728444871797
35,Nigeria,21.26212121212121,28.672916666666666,28.672916666666666,18.494479166666668,18.494479166666668,61.89177083333333,41.185,67.8253125,6.58625,5.376510416666666,11.450729166666667,0.4845025283030303
36,Pakistan,20.749200000000002,21.29538356164384,21.29538356164384,18.398438356164384,18.398438356164384,13.711082191780822,20.214342465753425,63.893273972602735,1.6495890410958904,4.078034246575343,5.5760000000000005,0.5038134557924528
37,Peru,41.258573717948714,30.136939102564103,30.136939102564103,19.838333333333335,19.838333333333335,64.6022435897436,61.67024038461539,60.30714743589744,8.756522435897436,2.9387820512820513,52.83100961538462,0.7001812034903846
38,Philippines,15.964058823529411,29.994450980392156,29.994450980392156,20.841176470588234,20.841176470588234,47.29235294117647,41.49780392156863,63.79327450980392,9.953745098039215,3.4243607843137256,54.50050980392157,0.6157168838128343
39,Rwanda,44.747,28.47875,28.47875,20.794,20.794,73.73,22.997625,50.906375000000004,4.855124999999999,4.4792749999999995,21.389,0.4720255775
40,Senegal,18.924166666666668,27.903015625000002,27.903015625000002,18.100484375,18.100484375,43.057578125,42.049453125,68.30884375000001,2.9299375,5.331528125,8.697750000000001,0.440535909140625
41,Sierra Leone,46.90375,28.641875,28.641875,18.101979166666666,18.101979166666666,68.17489583333334,42.270833333333336,65.85583333333334,3.7928125,4.688020833333334,9.548645895833333,0.4005327916666667
42,South Africa,18.22,30.158333186470585,30.158333186470585,22.973055751470586,22.973055751470586,35.99027772882353,72.11750014705882,39.53388879102941,9.715277743470589,2.5572222418088235,36.745000000000005,
43,Tajikistan,20.025,29.595000000000002,29.595000000000002,20.382,20.382,24.686,33.196999999999996,67.776,10.431999999999999,3.5891,14.723999999999998,0.61695632
44,Tanzania,34.26804347826087,28.67093023255814,28.67093023255814,18.37,18.37,75.13898255813955,26.063982558139536,64.2550726744186,5.703502906976744,5.432578488372093,23.53974638768116,0.4712934745494186
45,Timor-Leste,36.98384615384616,28.89153846153846,28.89153846153846,20.188076923076924,20.188076923076924,38.27923076923077,18.762692375,61.674615384615386,6.6692307692307695,5.130961538461539,27.13692306730769,0.5987948769230769
46,Togo,23.831666666666667,29.14577777785714,29.14577777785714,18.84083333345238,18.84083333345238,73.51488888904763,35.23805555559524,68.79449999988095,3.4351111111190473,5.234161111107143,11.426666666666668,0.45262244957142855
47,Turkey,,25.37890909090909,25.37890909090909,19.90327272727273,19.90327272727273,32.51018181818182,54.56618181818182,65.30581818181818,4.427818181818182,2.2981454545454545,,0.7133049991818181
48,Uganda,51.48977272727273,27.980514705882353,27.980514705882353,17.568529411764708,17.568529411764708,75.28676470588235,17.87014705882353,63.84220588235295,5.189044117647059,6.427558823529412,28.398529411764706,
49,Vietnam,,23.322,23.322,20.612857142857145,20.612857142857145,61.53771428571428,13.518857142857144,63.33228571428572,4.781142857142857,2.1062857142857143,,0.5812188744285715
50,Zambia,43.87505208333334,28.081578947368417,28.081578947368417,18.109342105263156,18.109342105263156,52.287302631578946,37.66532894736842,59.65223684210526,6.373322368421053,5.774358552631579,32.03279411764706,0.49652231743749997
51,Zimbabwe,33.38636363636363,27.9435937291875,27.9435937291875,19.020250124874998,19.020250124874998,37.3125936875625,34.61278126665,59.653531291624994,8.38850000208125,3.9995,29.2381875208125,0.44582717915
